title,content
"India shows military might, diversity","Indonesian President Prabowo Subianto looked on as guest of honour at India's annual military and cultural parade in New Delhi held to mark the country's 76th Republic Day yesterday. Republic Day marks the adoption of India's post-independence constitution in 1950 with the parade being held at a revamped colonial-era boulevard that also hosts important government buildings. ""May this occasion strengthen our efforts towards preserving the ideals of our Constitution and working towards a stronger and prosperous India,"" Prime Minister Narendra Modi said yesterday on social media platform X. The annual show is a colourful and tightly choreographed spectacle featuring missile systems, fighter jet fly pasts, motorbike stunts and floats representing different Indian states."
Hamas-Israel complete 4th hostage-prisoner swap,"Freed Palestinian inmates were greeted by a cheering crowd in the occupied West Bank city of Ramallah yesterday, after Hamas released three Israeli hostages from the Gaza Strip in the fourth exchange under the group's ceasefire deal with Israel. Three other buses carrying freed Palestinians also arrived in the southern Gaza city of Khan Yunis, with the inmates in grey prison uniforms met by hundreds of well-wishers. In Ramallah, the bus carrying the inmates struggled to make its way through the jubilant throng of supporters as it arrived from the Israeli-run Ofer Prison. Several of the freed inmates were hoisted onto the crowd's shoulders, including an elderly man who raised his crutches over his head in a triumphant pose. Earlier in Gaza, hostages Ofer Kalderon and Yarden Bibas were paraded on stage by Hamas fighters before being handed over to the Red Cross in the southern city of Khan Yunis. American-Israeli Keith Siegel was freed shortly thereafter in a similar ceremony at Gaza City's port in the north. Israel's military later confirmed that all three were back in Israel. Israeli campaign group the Hostages and Missing Families Forum hailed the release as ""a ray of light in the darkness"". After holding the hostages for more than 15 months, Hamas began releasing them on January 19 under the terms of the ceasefire deal with Israel. Groups in Gaza have so far handed over 18 hostages to the International Committee of the Red Cross in exchange for hundreds of Palestinian prisoners, many of them women and minors. The Palestinian Prisoners' Club advocacy group had said Israel would free 183 prisoners yesterday. Hamas sources said a fifth hostage-prisoner exchange would take place next Saturday. After yesterday's hostage release, Gaza's key Rafah border crossing was reopened, with the health ministry in the Hamas-run territory saying 50 Palestinian patients had gone through the crossing to Egypt. The fragile ceasefire's 42-day first phase hinges on the release of a total of 33 hostages in exchange for around 1,900 people, mostly Palestinians, held in Israeli jails. Negotiations for a second phase of the deal are set to start on Monday, according to a timeline provided by an Israeli official. The second phase is expected to cover the release of the remaining captives and to include discussions on a more permanent end to the war."
56 killed as fighting grips greater Khartoum,"Artillery shelling and air strikes killed at least 56 people across greater Khartoum on Saturday, according to a medical source and Sudanese activists. Sudan's regular army and the paramilitary Rapid Support Forces (RSF) have been locked in a battle for power since April 2023 that has intensified this month as the army fights to take all of the capital Khartoum and its sister cities of Omdurman and Khartoum North. RSF shelling killed 54 people at a busy market in Omdurman on Saturday, overwhelming the city's Al-Nao Hospital, a medical source told AFP. ""The shells hit in the middle of the vegetable market, that's why the victims and the wounded are so many,"" one survivor told AFP. Across the Nile in Khartoum, two civilians were killed and dozens wounded in an air strike on an RSF-controlled area, the local Emergency Response Room (ERR) said. Although the RSF has used drones in attacks including on Saturday, the fighter jets of the regular armed forces maintain a monopoly on air strikes. The ERR is one of hundreds of volunteer committees across Sudan coordinating emergency care. In addition to killing tens of thousands of people, the war has uprooted more than 12 million and forced most health facilities out of service. A volunteer at Al-Nao Hospital told AFP it faced dire shortages of ""shrouds, blood donors and stretchers to transport the wounded"". The hospital is one of the last medical facilities operating in Omdurman and has been repeatedly attacked. After months of stalemate in greater Khartoum, the army retook several bases in Khartoum last month, including its pre-war headquarters, pushing the RSF increasingly into the city's outskirts. Witnesses said Saturday's bombardment of Omdurman came from the city's western outskirts, where the RSF remains in control. A resident of a southern neighbourhood reported rocket and artillery fire on the city's streets."
Philadelphia plane crash marks a second US aviation disaster,"A medical jet with six Mexican nationals onboard crashed into a busy Philadelphia neighborhood Friday, authorities said, marking another US aviation disaster after a passenger plane and a military helicopter collided midair in Washington earlier this week. Video footage appeared to show the twin-engine plane descending at a sharp angle towards a residential area, sparking a huge fireball upon impact and showering wreckage over homes and vehicles. The Federal Aviation Administration (FAA) said the aircraft was a Learjet 55 -- an American-French business jet -- that had taken off shortly before from Northeast Philadelphia Airport bound for Branson, Missouri. The crash happened just after 6:00 pm (2300 GMT). A young girl who had been in the United States for medical care, her mother, and members of the flight and medical crews accompanying her onboard were killed in the crash, the children's hospital that treated her told AFP. ""The patient had received care from Shriners Children's Philadelphia and was being transported back to her home country in Mexico on a contracted air ambulance when the crash happened,"" said Mel Bower, a spokesman for Shriners Children's. All six of those onboard were Mexican citizens, the country's foreign ministry said in a statement. ""The airline company... confirmed to the consulate that six people of Mexican nationality were traveling on the aircraft,"" the ministry wrote on X. The operator, Jet Rescue Air Ambulance, confirmed in a statement to US media that there were two passengers and four crew, adding, ""At this time, we cannot confirm any survivors."" Dozens of emergency workers were on the scene outside Roosevelt Mall, a strip mall in Northeast Philadelphia with retailers and food outlets. US President Donald Trump posted Friday on his Truth Social platform that he was ""sad"" to see ""more souls lost"" in the Philadelphia tragedy. He praised first responders, adding: ""God Bless you all."" Witnesses told local TV crews that they saw body parts in or near the wreckage, as Philadelphia City Council member Mike Driscoll said he feared residents or others on the ground may have been killed. ""It doesn't look good. And it's a sad situation here,"" he told CNN. The FAA said it was launching an investigation with the National Transportation Safety Board. - Washington tragedy - Both agencies are already probing the deadliest US air disaster in almost a quarter century, after a passenger jet operated by an American Airlines subsidiary collided with a Black Hawk helicopter on Wednesday. The airliner with 64 people onboard was landing at Reagan National Airport in Washington -- just miles from the White House -- when it collided with the US Army helicopter on a training mission. Divers were scouring Friday for the remaining bodies in the frigid Potomac River, after having pulled at least 41 from the water. Investigators on Friday found the helicopter's black box after having already retrieved the cockpit voice and flight data recorder from the Bombardier jet operated by an American Airlines subsidiary. Officials are confident data can be fully extracted from the recorders, said NTSB member Todd Inman, adding an investigation was still being carried out. However, the lack of clarity over the accident's cause did not deter Trump's politicized commentary. He appeared to place blame on the military helicopter in a post on the Truth Social platform, saying it was ""flying too high, by a lot."" This followed a news conference Thursday where the Republican pinned the blame for the crash on his Democratic predecessors Joe Biden and Barack Obama, claiming without evidence they had hired the wrong people due to non-discrimination initiatives known as DEI. Chesley Sullenberger, who famously landed a stricken passenger plane on New York's Hudson River in 2009, told network MSNBC he was ""disgusted"" but ""not surprised"" by Trump's rhetoric. Aviation experts homed in on whether the helicopter crew could see through military night-vision goggles -- and whether the control tower was understaffed. The collision was the first major crash in the United States since 2009, and the deadliest since an American Airlines jet crash in Belle Harbor, New York in 2001 that killed all 260 aboard. Among those on Wednesday's doomed airliner were several US skaters and coaches, and Russian couple Evgenia Shishkova and Vadim Naumov, who won the 1994 world pairs title. Two Chinese citizens and a Filipino were also among the victims."
Russia slams Trump’s missile defence shield plan,"Russia yesterday condemned an executive order by US President Donald Trump to build a new missile defence shield, accusing the United States of trying to upset the global nuclear balance and pave the wave for military confrontation in space. Trump on Monday signed an order that ""mandated a process to develop an 'American Iron Dome,'"" a next-generation US missile defence shield against ballistic, hypersonic, cruise missile and other forms of aerial attack. The White House said the intention was to modernise an outdated system and address a ""catastrophic threat"" that had become more complex as US adversaries developed new delivery systems. But Russian Foreign Ministry spokeswoman Maria Zakharova said the plan was aimed at undermining the ability of both Russia and China to exercise nuclear deterrence. In the sharpest Russian criticism so far of a policy announced by Trump's new administration, she said that the planned US move would hinder the prospects for talks on nuclear arms control - something that both Trump and Russian President Vladimir Putin have said they favour. ""It (the plan) directly envisages a significant strengthening of the American nuclear arsenal and means for conducting combat operations in space, including the development and deployment of space-based interception systems,"" Zakharova told reporters at a news briefing in Moscow. ""We consider this as another confirmation of the US focus on turning space into an arena of armed confrontation... and the deployment of weapons there. ""The indicated US approaches will not contribute to reducing tensions or improving the situation in the strategic sphere, including creating a basis for a fruitful dialogue on strategic offensive arms,"" she said. The White House's Iron Dome statement did not refer to strengthening the US nuclear arsenal, but said: ""The Iron Dome will further the goals of peace through strength. By empowering the United States with a second-strike capability, the Iron Dome will deter adversaries from attacks on the homeland."" Trump and Putin have both said they would like to meet face-to-face to discuss a range of issues, including the Ukraine war."
"Trump says Canada, Mexico tariffs on Saturday may not include oil","US President Donald Trump on Thursday said he would soon decide whether to exclude Canadian and Mexican oil imports from the 25% tariffs that he has vowed to impose on Saturday on the countries' products. ""We may or may not. We're going to make that determination probably tonight,"" Trump said about whether he would impose tariffs on Canadian and Mexican oil. He added that this would partly depend on prices and on whether the two countries ""treat us properly."" Trump has set a Saturday deadline to impose 25% tariffs on imports from Mexico and Canada to push the two largest US trading partners to take action to halt illegal migrants and shipments of fentanyl from crossing their borders into the US But Trump on Thursday said the North American duties would be imposed ""for a number of reasons"" and said the tariff level ""may or may not rise with time."" Trump also said he was still considering new tariffs on Chinese goods, citing its part in the fentanyl trade. He has threatened a 10% duty on all Chinese goods, after imposing punitive tariffs on some $370 billion worth of Chinese imports during his first term in office. ""With China I'm also thinking about something because they're sending fentanyl into our country and because of that they're causing us hundreds of thousands of deaths, so China is going to end up paying a tariff also for that and we're in the process of doing that,"" Trump told reporters. ""We'll make a determination on what it's going to be, but China has to stop sending fentanyl into our country and killing our people."" Chinese President Xi Jinping pledged in 2023 to work with then-president Joe Biden to curb fentanyl shipments into the US, but Beijing has called on Washington to take steps to curb demand for drugs. Mexico's economy ministry declined comment on Trump's latest remarks. The office of Canadian Prime Minister Justin Trudeau was not immediately available for comment."
Investigators recover plane black boxes from Washington air collision,"Investigators on Thursday recovered the black boxes from a passenger plane whose mid-air collision with a military helicopter over Washington's Potomac river killed 67 people, as rescuers pulled victims' bodies from the freezing water. US President Donald Trump launched a political attack blaming diversity and inclusion policies championed by his Democratic predecessors for causing the incident. Trump's politicization of the tragedy came as the National Transportation Safety Board (NTSB) said it had recovered the cockpit voice recorder and flight data recorder from the Bombardier jet operated by an American Airlines subsidiary that smashed into an Army Black Hawk helicopter late Wednesday. ""The recorders are at the NTSB labs for evaluation,"" the agency said in a statement to AFP. According to a New York Times report, staffing was thin in the control tower at Reagan National Airport, where the airliner was about to land when the collision occurred. One controller, rather than the usual two, was handling both plane and helicopter traffic, the Times quoted a preliminary Federal Aviation Administration report as saying. A fireball erupted in the night sky and both aircraft tumbled into the icy Potomac, leaving rescue crews with the grim, difficult task of searching for bodies in the dark and cold. Over 40 bodies had been recovered as of Thursday evening, according to US media reports. Trump politicizes crash Trump, who took office 10 days ago, turned a press conference on the disaster into a platform for his crusade against diversity, equity and inclusion or DEI -- a series of often decades-old measures meant to combat racism and sexism across the United States. Accusing his Democratic predecessors Joe Biden and Barack Obama of having kept good employees out of the aviation agency in pursuit of DEI, he claimed: ""They actually came out with a directive: 'too white.' And we want the people that are competent."" The passenger plane was carrying 64 people and the Black Hawk had three aboard. The collision -- the first major crash in the United States since 2009 when 49 people were killed near Buffalo, New York -- occurred as American Eagle Flight 5342 from Wichita, Kansas came in to land. Reagan National is a major airport located a short distance from downtown Washington, the White House and the Pentagon. The airspace is extremely busy, with civilian and military aircraft a constant presence. Trump opened his White House press conference by speaking of the nation's anguish. However, he then launched into an extended broadside against DEI, aiming directly at Biden's openly gay transportation secretary Pete Buttigieg. ""He's run it right into the ground with his diversity,"" Trump said. The message was hammered home as Trump's vice president, JD Vance, and new defense secretary, Pete Hegseth, took turns at the podium to repeat -- without evidence -- the hard-right theory that diversity measures keep capable Americans out of responsible jobs. Asked again by reporters whether he was blaming workplace diversity for the crash, Trump answered: ""It could have been."" Buttigieg responded on X, calling Trump ""despicable."" ""As families grieve, Trump should be leading, not lying,"" he said. Democratic Senator Chris Murphy posted that Trump's comments ""blaming the FAA's hiring of women and black people for the crash -- was disgusting."" ""He's in charge. This happened on his watch,"" Murphy said. Trump doubled down, however, later issuing an official memo directing the government to investigate ""deterioration in hiring standards"" under Biden and ""replacement"" of anyone unqualified. Skaters among victims Among those on the airliner were several US skaters and coaches, US Figure Skating said. Officials in Moscow also confirmed the presence of Russian couple Evgenia Shishkova and Vadim Naumov, who won the 1994 world pairs title. Two Chinese citizens were also among the victims of the crash, state news agency Xinhua reported Friday in Beijing, citing the Chinese embassy. The force of the collision soon made it clear that survivors were unlikely. ""I just saw a fireball and it was gone,"" one air traffic controller was heard telling a colleague after communication with the helicopter was cut. Transport officials said both aircraft were on standard flight patterns on a clear night with good visibility. And Hegseth said the chopper had ""a fairly experienced crew that was doing a required annual night evaluation."""
Pro-Gaza Campaign: Trump admin to cancel US visas of student protesters,"US President Donald Trump signed an executive order on Wednesday to ""combat antisemitism"" and pledged to deport non-citizen college students and others who took part in pro-Palestinian protests. A fact sheet on the order promises ""immediate action"" by the Justice Department to prosecute ""terroristic threats, arson, vandalism and violence against American Jews"" and marshal all federal resources to combat what it called ""the explosion of antisemitism on our campuses and streets"" since the October 7, 2023, attack on Israel by Palestinian group Hamas. ""To all the resident aliens who joined in the pro-jihadist protests, we put you on notice: come 2025, we will find you, and we will deport you,"" Trump said in the fact sheet. ""I will also quickly cancel the student visas of all Hamas sympathizers on college campuses, which have been infested with radicalism like never before,"" the president said, echoing a 2024 campaign promise. Rights groups and legal scholars said the new measure would violate constitutional free speech rights and would likely draw legal challenges. Meanwhile, Trump said on Wednesday he will order the Pentagon and the Department of Homeland Security to prepare a migrant detention facility at Guantanamo Bay for as many as 30,000 migrants. The US naval base in Guantanamo Bay, Cuba, already houses a migrant facility - separate from the high-security US prison for foreign terrorism suspects - that has been used on occasion for decades, including to hold Haitians and Cubans picked up at sea. Trump's border czar Tom Homan said later on Wednesday that the administration would expand the already existing facility and that the Immigration and Customs Enforcement agency would run it. ""Today I'm also signing an executive order to instruct the Departments of Defense and Homeland Security to begin preparing the 30,000 person migrant facility at Guantanamo Bay,"" Trump said at the White House."
"All 67 dead as US jet, chopper collide mid-air","US President Donald Trump confirmed the deaths of all those aboard an airliner and a military helicopter which collided mid-air over Washington's Potomac river yesterday. Trump launched an extraordinary political attack blaming diversity hires for the collision and mentioned pilot error on the helicopter in the nighttime crash. As Trump spoke in the White House, police divers searched for more bodies in the water. Wreckage of the Bombardier jet operated by an American Airlines subsidiary protruded from the river surface, surrounded by emergency vessels and diving teams. It had been carrying 64 people. The army Blackhawk helicopter, which had three soldiers aboard, was also in the river. ""We are now at a point where we are switching from a rescue operation to a recovery operation,"" Washington Fire Chief John Donnelly said. Twenty eight bodies had already been found. The collision -- the first major crash in the United States since 2009 when 49 people were killed near Buffalo, New York -- occurred late evening on Wednesday as the airliner came into land at Reagan National Airport after a routine flight from Wichita, Kansas. Reagan National is a major airport located a short distance from downtown Washington, the White House and the Pentagon. The airspace is extremely busy, with civilian and military aircraft a constant presence. Dramatic audio from air traffic controllers showed them repeatedly asking the helicopter if it had the passenger jet ""in sight,"" and then just before the crash telling it to ""pass behind"" the plane. Trump politicizes crash Trump opened his press conference by speaking of the nation's ""anguish"" and said that the investigation would take time. However, he then launched into an extended broadside against so-called diversity, equity and inclusion policies. Trump -- who began his presidency a week ago with an onslaught against decades-old measures aimed at preventing sexism and racism in the United States -- singled out Biden's openly gay transport secretary Pete Buttigieg. ""He's run it right into the ground with his diversity,"" Trump said. The message was hammered home as Trump's vice president, JD Vance, and new defense secretary, Pete Hegseth, took turns at the podium to repeat that diversity measures kept capable Americans out of responsible jobs. Asked again by reporters whether he was blaming workplace diversity for the crash, Trump answered: ""It could have been."" Buttigieg responded on X, calling Trump ""despicable."" ""As families grieve, Trump should be leading, not lying,"" he said. Skaters among victims Hundreds of rescuers were rapidly at the scene, but found themselves battling darkness and floating ice through the night. Some of the debris was located a mile downriver. Among those on the airliner were several US skaters and coaches, US Figure Skating said. Officials in Moscow also confirmed the presence of Russian couple Evgenia Shishkova and Vadim Naumov, who won the 1994 world pairs title. The violence of the collision soon made it clear that survivors were unlikely. ""I just saw a fireball and it was gone,"" one air traffic controller was heard telling a colleague after communication with the helicopter was cut. What happened? Transport officials said both aircraft were on standard flight patterns on a clear night with good visibility. Hegseth said the Black Hawk chopper had ""a fairly experienced crew that was doing a required annual night evaluation."" ""Do I think this was preventable? Absolutely,"" Transportation Secretary Sean Duffy said. Trump, in addition to blaming racial and other kinds of diversity policies, offered extended remarks on the flight paths. The helicopter was ""going at an angle that was unbelievably bad,"" Trump said."
Russian drone barrage kills 4 in east Ukraine,"A Russian drone attack that targeted cities across Ukraine killed at least four people in a Soviet-era residential block in the eastern city of Sumy, the interior ministry said yesterday. Moscow has pummelled Ukrainian cities with dozens of drones or missiles almost daily since it invaded Ukraine in early 2022. Images distributed by emergency services showed a gaping hole ripped into the side of the building and rescue workers working with head lamps digging through debris for survivors. ""This is a terrible tragedy, a terrible Russian crime. It is very important that the world does not pause in putting pressure on Russia for this terror,"" President Volodymyr Zelensky wrote on social media. Ukraine's human rights ombudsman Dmytro Lubinets said four people were killed and nine others, including a child, were wounded in Sumy. The town lies just over the border from Russia in northeastern Ukraine and has been targeted regularly in Russian aerial attacks. Some 255,672 people lived there before the war. The Ukrainian air force said Moscow had attacked with 81 drones, including the Iranian-designed Shahed type unmanned aerial vehicles."
Israel military intercepts Hezbollah drone,"The Israeli military said it intercepted a surveillance drone launched by Lebanese militant group Hezbollah yesterday amid a fragile ceasefire. ""A short while ago, a Hezbollah surveillance UAV that was launched toward Israeli territory was intercepted by the Israeli Air Force,"" the military said in a statement. On Wednesday, five people were injured in an Israeli drone strike targeting the southern Lebanese town of Majdal Selm, the Lebanese health ministry said. On Tuesday, Israeli airstrikes injured 36 people in Nabatieh, a major town in south Lebanon, according to the health ministry. The Israeli military said it had struck Hezbollah vehicles that were transporting weapons on the edge of Nabatieh. The Israeli army also detained three people on Wednesday in southern border town of Maroun al-Ras, Lebanese state news agency NNA reported. Israel has carried out strikes in southern Lebanon although Hezbollah and Israel agreed on a ceasefire in late November. Lebanese Hezbollah chief Naim Qassem said on Monday that the group would not accept any justifications to extend the period for Israeli troops' withdrawal from southern Lebanon."
Ready for nuke talks if West is ‘serious’: Iran,"Iran is ready to discuss its nuclear programme if Western countries show they are ""serious"", the foreign ministry spokesman was quoted as saying in an interview published yesterday. ""We have said several times that we are ready for discussions, but only if the other side is serious about this,"" Esmaeil Baqaei told the government daily Iran. Tehran has signalled to the West several times recently indicating a willingness to reach an agreement over its nuclear programme. In an interview with Sky News posted to his official Telegram channel on Tuesday, Foreign Minister Abbas Araghchi said the new US administration should work to win back Tehran's trust if it wants a new round of nuclear talks. In yesterday's interview, Baqaei expressed hope that new US President Donald Trump would adopt a ""realistic approach"" towards Iran. During his first term that ended in 2021, Trump pursued a policy of ""maximum pressure"", withdrawing the United States from a landmark nuclear deal which imposed curbs on Iran's nuclear programme in return for sanctions relief. Asked about the possibility of new talks, Baqaei was quoted yesterday as saying Iran's policy would depend on ""the actions of the other parties"". Tehran adhered to the deal until a year after Washington's withdrawal in 2018, but then began rolling back its commitments. Efforts to revive the 2015 nuclear pact have since faltered. Iran has repeatedly expressed willingness to revive the nuclear deal, and President Masoud Pezeshkian, who took office last July, has called for an end to his country's isolation. Before Trump's return to the White House, Iranian officials held nuclear talks with counterparts from Britain, France and Germany that both sides described as ""frank and constructive""."
Israel cuts ties with UN aid agency,"Israel cut ties with the UN agency for Palestinian refugees yesterday following accusations it provided cover for Hamas, a move likely to hamper delivery of its vital services after 15 months of offensive in Gaza. The agency, UNRWA, will be banned from operating on Israeli soil, and contact between it and Israeli officials will also be forbidden. UNRWA has provided support for Palestinian refugees around the Middle East for over 70 years, but has long clashed with Israeli officials, who have repeatedly accused it of undermining the country's security. The hostility intensified in the wake of Hamas's October 7, 2023 attack on Israel, with accusations that UNRWA employees participated in the assault. ""Humanitarian aid doesn't equal UNRWA, and UNRWA doesn't equal humanitarian aid. UNRWA equals an organisation infested with Hamas terror activity,"" Israeli foreign ministry spokesman Oren Marmorstein wrote on social media platform X ahead of the ban. ""This is why, beginning on January 30 and in accordance with Israeli law, Israel will have no contact with UNRWA."" Meanwhile, Hamas freed three Israeli hostages and five foreigners in return for 110 Palestinian prisoners to be freed in the latest stage of a ceasefire deal. AFP reporters later yesterday said two buses carrying freed Palestinian prisoners left Ofer prison. First to be freed was Israeli woman soldier Agam Berger, 20, handed over to International Committee of the Red Cross officials in Jabalia in the north of the Palestinian territory. The Israeli military said another two Israelis and five foreigners were later handed over to the Red Cross and en route for Israel. The Palestinian prisoners, who include 30 minors and some members of Palestinian groups convicted for their involvement in deadly attacks in Israel, were set to be taken to the West Bank or Gaza later in the day. Before yesterday's release of hostages, Hamas had released seven hostages, with 290 prisoners freed in exchange."
Devotees gather for final prayer at Ijtema ground,"The first phase of Biswa Ijtema will conclude today with the Akheri Munajat on the bank of the Turag river in Tongi. Muslims from all over the country have been gathering at the Ijtema ground since 4:00am to join the concluding prayer. Maulana Kefayet Ullah, the top cleric of Shura-e-Nezami, said that the prayer will begin at 9:00am. The final prayer will be led by Maulana Zubair, the top cleric of Shuray-e-Nezam of Bangladesh. Since early morning, devotees have been making their way to the Ijtema ground via the Dhaka-Mymensingh highway. Many have walked the entire 10-kilometre distance from Bhogra bypass to the Ijtema ground. Mohammad Rafiqul Islam, the manager of the Ijtema medical camp, reported that 22 medical centres are providing services this year. GMP Commissioner Nazmul Karim Khan announced that from midnight on Saturday, certain roads, including the Tongi-Kamarpara Road, Dhaka-Mymensingh highway from Tongi to Gazipur's Bhogra Bypass, and Abdullahpur to Ashulia's Bypass, will be closed to traffic. Vehicles heading to Mymensingh and Gazipur should use the 300-foot road via Gabtoli to Konabari. Except for Ijtema-related vehicles, no transport will be allowed on these roads during this period. So far, 63 marriages were completed during the first phase of the Ijtema."
Energy laws lack transparency,"People are not aware of the national energy policies and how they impact them.— Dr Kamal HossainPeople deserves transparency regarding the laws governing the energy sector, speakers said at a roundtable yesterday.For all latest news, follow The Daily Star's Google News channel.""People are not aware of the national energy policies and how they impact them,"" said Dr Kamal Hossain, an eminent jurist.The discussion was organised by Lawyers for Energy, Environment and Development, Coastal Livelihood and Environmental Action Network (CLEAN), and the Bangladesh Working Group on Ecology and Development, who launched a book compiling 22 laws pertaining to the energy sector of Bangladesh.The discussion was held at the Bishwo Shahitto Kendro.Hasan Mehedi, chief executive of CLEAN, questioned how the country could aim to generate 40 percent of its energy from renewable sources when it has not repealed past policies focusing on the expansion of fossil fuel-powered energy sources.""We have made many contrasting policies in the past,"" said Mehedi. ""Previous energy policies predicted that we would need 40,000 MW by this year, but currently we only need 16,000 MW.""""We should be exporting electricity, not having an energy sector dependent on imports,"" he added, pointing out that multiple studies have shown Bangladesh can generate up to 30,000 MW of electricity from wind.Speakers also discussed the risks of challenging various laws during the previous Awami League-led government.""We could not garner the courage to challenge the indemnity clause of the law during the previous regime,"" said Dr Quazi Zahed Iqbal, an advocate of the Supreme Court.CR Abrar, executive director of the Refugee and Migratory Movements Research Unit, said, ""We need clarity on how international agencies helped the state against the people's interests.""Speakers highlighted the need to document the political backdrop in which anti-people laws were drafted.""Electricity is neither affordable nor universal, yet the general public are paying through the nose for it,"" said Sekender Ali Mina, executive director of the Safety and Rights Society. People are not aware of the national energy policies and how they impact them. People deserves transparency regarding the laws governing the energy sector, speakers said at a roundtable yesterday. ""People are not aware of the national energy policies and how they impact them,"" said Dr Kamal Hossain, an eminent jurist. The discussion was organised by Lawyers for Energy, Environment and Development, Coastal Livelihood and Environmental Action Network (CLEAN), and the Bangladesh Working Group on Ecology and Development, who launched a book compiling 22 laws pertaining to the energy sector of Bangladesh. The discussion was held at the Bishwo Shahitto Kendro. Hasan Mehedi, chief executive of CLEAN, questioned how the country could aim to generate 40 percent of its energy from renewable sources when it has not repealed past policies focusing on the expansion of fossil fuel-powered energy sources. ""We have made many contrasting policies in the past,"" said Mehedi. ""Previous energy policies predicted that we would need 40,000 MW by this year, but currently we only need 16,000 MW."" ""We should be exporting electricity, not having an energy sector dependent on imports,"" he added, pointing out that multiple studies have shown Bangladesh can generate up to 30,000 MW of electricity from wind. Speakers also discussed the risks of challenging various laws during the previous Awami League-led government. ""We could not garner the courage to challenge the indemnity clause of the law during the previous regime,"" said Dr Quazi Zahed Iqbal, an advocate of the Supreme Court. CR Abrar, executive director of the Refugee and Migratory Movements Research Unit, said, ""We need clarity on how international agencies helped the state against the people's interests."" Speakers highlighted the need to document the political backdrop in which anti-people laws were drafted. ""Electricity is neither affordable nor universal, yet the general public are paying through the nose for it,"" said Sekender Ali Mina, executive director of the Safety and Rights Society."
The wait is over!,"The atmosphere around Dhaka University was filled with a special energy yesterday, reflected in the streets and the eager faces of visitors. After all, it was the first day of the month-long festival of books. As soon as the clock struck 5:00pm and the gates of Suhrawardy Udyan opened, enthusiastic book lovers poured into the fairgrounds, exploring the vast collection of literary works. Earlier in the day, Chief Adviser Professor Muhammad Yunus inaugurated the Amar Ekushey Boi Mela at 3:00pm. The theme of this year's book fair, ""July Gono-Obbhutthan: Natun Bangladesh Binirman,"" carries profound significance, coming in the wake of the July uprising that led to the fall of the Awami League government. The echoes of that movement resonate throughout the fair, transforming it into not only a celebration of literature but also a reflection on the power of people's voices. The influence of the July uprising is particularly evident in the newly introduced ""July Corner,"" dedicated to showcasing literature and narratives surrounding the movement. The colours chosen for this year's fair -- red, black, and white -- hold deep symbolism: red represents revolution, black signifies mourning, and white symbolises the eternal lamp of hope. As in previous years, commercial publishing houses have set up their stalls at Suhrawardy Udyan, while government-run offices, autonomous bodies, and social organisations occupy spaces within the Bangla Academy premises. During a visit, this correspondent saw crowds gathered around popular publishing houses such as Anyaprokash, UPL, Anannya Prakashan, Batighor, Agami, Kotha Prokash, and many others, eagerly browsing and purchasing their favourite books. While some stalls were still finalising decorations, the festive spirit remained undiminished. ""I have been eagerly waiting for this day. I love reading books, especially on historical topics,"" said Jahangir Alam, a student at Dhaka University. His younger brother, fifth-grader Abu Humaira, added, ""I prefer horror stories -- they are more thrilling."" Atika Anowar, a private university student, said, ""Even though it's just the first day, I couldn't resist coming. I've been visiting the fair since my college days."" The fair will be open daily from 3:00pm to 9:00pm, except on public holidays, and will run until February 29. On February 21, in observance of International Mother Language Day, the fair will open at 8:00am and continue until 9:00pm. Publishers are hopeful for strong sales this year as visitors can finally enjoy the fair without restrictions. ""Our business has suffered over the past couple of years. This year, we hope to recover from those losses,"" said Aditya Antor, co-owner of Ittadi Grantha Prokash, speaking to The Daily Star. Regarding the scrutiny of manuscripts before publishing books at the book fair, Cultural Adviser Mostofa Sarwar Farooki said, ""A media report is causing misunderstanding. It cites a police official claiming that books should be submitted to Bangla Academy or the police for review before printing. This is unbelievable, this is absurd. It is nowhere near our government's policy."" He made these remarks yesterday morning while delivering the keynote speech as the chief guest at the inauguration ceremony of the Jatiya Kabita Utsab, held at the Central Library premises of Dhaka University. The Dhaka Metropolitan Police (DMP) has clarified that no decision or suggestion has been made requiring police approval for manuscripts before publication at the book fair. In a press release yesterday, the DMP said they had only requested Bangla Academy to be cautious in allowing ""provocative"" books at the fair. During a security inspection at Suhrawardy Udyan on Friday, DMP Commissioner SM Sazzat Ali said, ""We have asked Bangla Academy officials to ensure that no books containing provocative language or content are displayed at the fair. These should be carefully reviewed before being placed in stalls."" However, the DMP emphasised in its statement, ""No decision or suggestion has been made by the police regarding the vetting or approval of books for future publication."""
